kpk;per;pemployee;pcompany;ptotal;dfrom
2697;ΠΟΡΟΣ ΥΠΕΡ E-ΕΦΚΑ ΓΙΑ ΚΛΑΔΟ ΚΥΡΙΑΣ ΚΑΙ 1ΗΣ ΑΣΦΑΛΙΣΤΙΚΗΣ ΚΑΤΗΓΟΡΙΑΣ, ΣΥΝΤΑΞΙΟΥΧΩΝ  ΔΙΚΗΓΟΡΩΝ, ΜΗΧΑΝΙΚΩΝ & ΥΠΑΓΟΜΕΝΩΝ ΕΞ΄ ΑΥΤΩΝ ΣΤΙΣ ΔΙΑΤ. ΠΑΡ.9, ΑΡΘΡ.39, 01.01.2024;10,00;0,00;10,00;1/1/2024
2698;ΠΟΡΟΣ ΥΠΕΡ E-ΕΦΚΑ ΓΙΑ ΚΛΑΔΟ ΚΥΡΙΑΣ ΚΑΙ 2ΗΣ ΑΣΦΑΛΙΣΤΙΚΗΣ ΚΑΤΗΓΟΡΙΑΣ , ΣΥΝΤΑΞΙΟΥΧΩΝ ΔΙΚΗΓΟΡΩΝ, ΜΗΧΑΝΙΚΩΝ & ΥΠΑΓΟΜΕΝΩΝ ΕΞ΄ ΑΥΤΩΝ ΣΤΙΣ ΔΙΑΤ. ΠΑΡ.9, ΑΡΘΡ.39, 01.01.2024;10,00;0,00;10,00;1/1/2024
2699;ΠΟΡΟΣ ΥΠΕΡ E-ΕΦΚΑ ΓΙΑ ΚΛΑΔΟ ΚΥΡΙΑΣ ΚΑΙ 3ΗΣ ΑΣΦΑΛΙΣΤΙΚΗΣ ΚΑΤΗΓΟΡΙΑΣ , ΣΥΝΤΑΞΙΟΥΧΩΝ ΔΙΚΗΓΟΡΩΝ, ΜΗΧΑΝΙΚΩΝ & ΥΠΑΓΟΜΕΝΩΝ ΕΞ΄ ΑΥΤΩΝ ΣΤΙΣ ΔΙΑΤ. ΠΑΡ.9, ΑΡΘΡ.39, 01.01.2024;10,00;0,00;10,00;1/1/2024
2710;"ΚΛΑΔΟΣ ΚΥΡΙΑΣ ΣΥΝΤΑΞΗΣ - ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ (Δ.ΕΙΣΦ.Μ./626/1516562 /19.12.2018 Γ.Ε.)";6,67;13,33;20,00;1/8/2008
2711;ΠΡΟΣΩΠΙΚΟ ΑΣΦΑΛΙΣΜΕΝΟ ΣΤΟ τ. ΤΑΠ-ΔΕΗ ΒΑΡΕΑ - ΠΑΛΑΙΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ;9,17;14,58;23,75;1/1/2020
2712;"ΚΛΑΔΟΣ ΚΥΡΙΑΣ ΣΥΝΤΑΞΗΣ-ΒΑΡΕΑ - ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ (Δ.ΕΙΣΦ.Μ./626/1516562 /19.12.2018 Γ.Ε.)";8,87;14,73;23,60;1/8/2008
2713;ΠΡΟΣΩΠΙΚΟ ΣΕ ΥΠΟΓΕΙΕΣ ΣΤΟΕΣ ΜΕΤΑΛΛΕΙΩΝ-ΛΙΓΝΙΤΩΡΥΧΕΙΩΝ ΣΕ ΥΠΟΘΑΛΑΣΣΙΕΣ ΕΡΓΑΣΙΕΣ ΚΑΘΩΣ ΚΑΙ ΟΡΥΧΕΙΑ, ΣΤΑΘΜΟΥΣ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΔΙΚΤΥΑ τ. ΤΑΠ-ΔΕΗ - ΠΑΛΑΙΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ;10,97;16,03;27,00;1/1/2020
2714;ΠΡΟΣΩΠΙΚΟ ΣΕ ΥΠΟΓΕΙΕΣ ΣΤΟΕΣ ΜΕΤΑΛΛΕΙΩΝ-ΛΙΓΝΙΤΩΡΥΧΕΙΩΝ ΣΕ ΥΠΟΘΑΛΑΣΣΙΕΣ ΕΡΓΑΣΙΕΣ ΚΑΘΩΣ ΚΑΙ ΟΡΥΧΕΙΑ, ΣΤΑΘΜΟΥΣ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΔΙΚΤΥΑ τ. ΤΑΠ-ΔΕΗ - ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ;10,97;16,03;27,00;1/5/2012
2715;"ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΚΑΙ ΧΡΗΜΑ(Δ.ΕΙΣΦ.Μ./626/1516562 /19.12.2018 Γ.Ε.)";2,05;4,05;6,10;1/1/2025
2716;"ΠΡΟΝΟΙΑ ΕΤΕΑΕΠ(Δ.ΕΙΣΦ.Μ./626/1516562 /19.12.2018 Γ.Ε.)";4,00;0,00;4,00;1/12/2013
2717;"ΕΠΙΚΟΥΡΙΚΗ ΑΣΦΑΛΙΣΗ ΕΤΕΑΕΠ τ.ΕΤΕΑ(Δ.ΕΙΣΦ.Μ./626/1516562 /19.12.2018 Γ.Ε.)";3,00;3,00;6,00;1/6/2022
2718;"ΕΠΙΚΟΥΡΙΚΗ ΑΣΦΑΛΙΣΗ ΕΤΕΑΕΠ τ. ΕΤΕΑ ΒΑΡΕΑ(Δ.ΕΙΣΦ.Μ./626/1516562 /19.12.2018 Γ.Ε.)";4,25;3,75;8,00;1/6/2022
2719;ΕΠΙΚΟΥΡΙΚΗ ΑΣΦΑΛΙΣΗ ΕΤΕΑΕΠ τ. ΕΤΕΑ ΑΠΑΣΧΟΛΟΥΜΕΝΩΝ ΣΕ ΥΠΟΓΕΙΕΣ ΣΤΟΕΣ ΜΕΤΑΛΛΕΙΩΝ-ΛΙΓΝΙΤΩΡΥΧΕΙΩΝ ΣΕ ΥΠΟΘΑΛΑΣΣΙΕΣ ΕΡΓΑΣΙΕΣ ΚΑΘΩΣ ΚΑΙ ΟΡΥΧΕΙΑ, ΣΤΑΘΜΟΥΣ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΔΙΚΤΥΑ ΔΕΗ;4,00;5,00;9,00;1/6/2022
2721;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΚΑΙ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ ΔΕΗ - ΠΑΛΑΙΟΙ;2,05;4,05;6,10;1/1/2025
2723;ΑΣΘΕΝΕΙΑ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΔΕΗ - ΝΕΟΙ / Τ.ΤΑΠ - ΟΤΕ /Τ.ΤΑΠ - ΗΛΠΑΠ / Τ.ΤΑΠΑΕ - ΕΘΝΙΚΗ ΤΟΥ Τ. ΤΑΥΤΕΚΩ;0,40;0,25;0,65;1/1/2017
2743;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ  (0,25%) ΤΟΥ Τ. ΤΑΥΤΕΚΩ;1,900;4,050;5,950;1/1/2025
2744;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,375%);2,025;4,175;6,200;1/1/2025
2745;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ (0,50%) ΤΟΥ Τ. ΤΑΥΤΕΚΩ;2,150;4,300;6,450;1/1/2025
2746;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,625%);2,275;4,425;6,700;1/1/2025
2747;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,75%);2,400;4,550;6,950;1/1/2025
2748;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,875%);2,525;4,675;7,200;1/1/2025
2749;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ  (1%);2,650;4,800;7,450;1/1/2025
2750;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (1,125%);2,775;4,925;7,700;1/1/2025
2751;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (1,25%);2,900;5,050;7,950;1/1/2025
3101;ΑΠΑΣΧΟΛΗΣΗ ΑΝΕΡΓΩΝ (αρθρ. 1 ν.3227/2004);11,82;20,59;32,41;1/1/2025
3102;ΑΠΑΣΧΟΛΗΣΗ ΑΝΕΡΓΩΝ (ΑΡΘΡ. 1 Ν.3227/2004);11,82;21,59;33,41;1/1/2025
3103;ΑΠΑΣΧΟΛΗΣΗ ΑΝΕΡΓΩΝ (αρθρ. 1 ν.3227/2004);8,82;17,59;26,41;1/1/2025
3104;ΑΠΑΣΧΟΛΗΣΗ ΑΝΕΡΓΩΝ (ΑΡΘΡ. 1 Ν.3227/2004);8,82;18,59;27,41;1/1/2025
3105;ΑΠΑΣΧΟΛΗΣΗ ΑΝΕΡΓΩΝ (αρθρ. 1 ν.3227/2004);15,27;22,74;38,01;1/1/2025
3106;ΑΠΑΣΧΟΛΗΣΗ ΑΝΕΡΓΩΝ (αρθρ. 1 ν.3227/2004);15,27;23,74;39,01;1/1/2025
3107;ΑΠΑΣΧΟΛΗΣΗ ΑΝΕΡΓΩΝ (ΑΡΘΡ. 1 Ν.3227/2004);11,02;18,99;30,01;1/1/2025
3108;ΑΠΑΣΧΟΛΗΣΗ ΑΝΕΡΓΩΝ (ΑΡΘΡ. 1 Ν.3227/2004);11,02;19,99;31,01;1/1/2025
3178;ΜΑΘΗΤΕΙΑ ΜΙΚΤΑ-ΧΩΡΙΣ ΕΠΙΚΟΥΡΙΚΟ;1,65;27,51;29,16;1/1/2025
3179;ΜΑΘΗΤΕΙΑ ΜΙΚΤΑ & ΕΠΑΓΓΕΛΜΑΤΙΚΟΣ ΚΙΝΔΥΝΟΣ - ΧΩΡΙΣ ΕΠΙΚΟΥΡΙΚΟ;1,65;28,51;30,16;1/1/2025
3182;ΜΑΘΗΤΕΙΑ ΒΑΡΕΑ-ΧΩΡΙΣ ΕΠΙΚΟΥΡΙΚΟ;1,65;31,11;32,76;1/1/2025
3310;ΜΑΘΗΤΕΙΑ ΜΙΚΤΑ-ΕΤΕΑΕΠ;1,65;33,51;35,16;1/1/2025
3311;ΜΑΘΗΤΕΙΑ ΒΑΡΕΑ-ΕΤΕΑΕΠ;1,65;39,11;40,76;1/1/2025
3312;ΜΑΘΗΤΕΙΑ ΜΙΚΤΑ-ΕΤΕΑΕΠ & ΕΠΑΓΓΕΛΜΑΤΙΚΟΣ ΚΙΝΔΥΝΟΣ;1,65;34,51;36,16;1/1/2025
3313;ΜΑΘΗΤΕΙΑ ΒΑΡΕΑ-ΕΤΕΑΕΠ & ΕΠΑΓΓΕΛΜΑΤΙΚΟΣ ΚΙΝΔΥΝΟΣ;1,65;40,11;41,76;1/1/2025
3338;ΜΑΘΗΤΕΙΑ ΒΑΡΕΑ & ΕΠΑΓΓΕΛΜΑΤΙΚΟΣ ΚΙΝΔΥΝΟΣ- ΧΩΡΙΣ ΕΠΙΚΟΥΡΙΚΟ;1,65;32,11;33,76;1/1/2025
3435;ΑΠΑΣΧΟΛΗΣΗ ΑΝΕΡΓΩΝ (αρθρ. 1 ν.3227/2004);17,37;25,04;42,41;1/1/2025
3481;ΑΠΑΣΧΟΛΗΣΗ ΑΝΕΡΓΩΝ (αρθρ. 1 ν.3227/2004);15,27;23,74;39,01;1/1/2025
3822;ΑΠΑΣΧΟΛΗΣΗ ΑΝΕΡΓΩΝ (αρθρ. 1 ν.3227/2004);15,27;24,74;40,01;1/1/2025
4172;"ΑΣΦΑΛΙΣΗ ΓΙΑ ΑΣΘΕΝΕΙΑ ΞΕΝΟΔΟΧΟΫΠΑΛΛΗΛΩΝ, ΟΙ ΟΠΟΙΟΙ ΓΙΑ ΠΑΡΟΧΕΣ ΣΕ ΧΡΗΜΑ ΥΠΑΓΟΝΤΑΙ ΣΤΟΝ ""ΕΙΔΙΚΟ ΛΟΓΑΡΙΑΣΜΟ ΞΕΝΟΔΟΧΟΫΠΑΛΛΗΛΩΝ";2,05;4,05;6,10;1/1/2025
4179;ΕΡΓΑΖΟΜΕΝΟΙ ΣΤΟΝ ΟΣΕ, «ΠΑΛΑΙΟΙ» ΑΣΦΑΛ/ΝΟΙ ΠΟΥ ΠΡΟΣΛΑΜΒΑΝΟΝΤΑΙ ΑΠΟ 1/8/2008 ΚΑΙ ΕΦΕΞΗΣ. ΕΡΓΑΖΟΜΕΝΟΙ ΣΤΟΝ ΟΣΕ «ΝΕΟΙ» ΑΣΦΑΛ/ΝΟΙ ΑΝΕΞΑΡΤΗΤΑ ΑΝ ΠΡΟΣΛΗΦΘΗΚΑΝ ΠΡΙΝ Η ΜΕΤΑ ΤΗΝ ΑΠΟ 1/8/2008. (ΣΥΝΤΑΞΗ ΙΚΑ-ΕΤΑΜ, ΕΤΕΑΜ & ΣΥΝ/ΜΕΝΑ ΤΑΜΕΙΑ ΚΑΙ ΚΛΑΔΟΙ ΠΛΗΝ ΟΕΚ);11,32;17,74;29,06;1/6/2022
4215;(ΝΕΟΙ ΑΣΦΑΛ) ΠΤΥΧΙΟΥΧΟΙ ΧΕΙΡΙΣΤΕΣ ΑΕΡ/ΦΩΝ ΑΠΑΣΧΟΛΟΥΜΕΝΟΙ ΣΕ ΟΠΟΙΟΝΔΗΠΟΤΕ ΕΡΓΟΔΟΤΗ &  ΙΠΤΑΜΕΝΟ ΠΡΟΣΩΠΙΚΟ Υ.Π.Α.;13,37;22,79;36,16;1/1/2025
4222;(ΝΕΟΙ ΑΣΦΑΛ) ΠΤΥΧΙΟΥΧΟΙ ΧΕΙΡΙΣΤΕΣ ΑΕΡ/ΦΩΝ ΑΠΑΣΧΟΛΟΥΜΕΝΟΙ ΣΕ ΟΠΟΙΟΝΔΗΠΟΤΕ ΕΡΓΟΔΟΤΗ ΠΟΥ ΥΠΑΓΟΝΤΑΙ ΣΤΟ ΕΤΕΑΜ,ΙΠΤΑΜΕΝΟ ΠΡΟΣΩΠΙΚΟ Υ.Π.Α.;11,32;18,74;30,06;1/6/2022
5007;ΜΕΛΗ ΔΙΟΙΚΗΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ Α.Ε. ΚΑΙ ΑΓΡΟΤΙΚΩΝ ΣΥΝΕΤΑΙΡΙΣΜΩΝ, ΕΦΟΣΟΝ ΛΑΜΒΑΝΟΥΝ ΑΜΟΙΒΗ, ΜΕ ΙΣΧΥ ΑΠO 1/1/2017 ;6,67;13,33;20,00;1/1/2017
5008;Μισθωτοί συντάκτες και διοικητικοί υπάλληλοι Εντύπων και Περιοδικών Πανελλαδικά  και Ανταποκριτές ξένου τύπου Φωτοειδησεογράφοι ή Φωτορεπόρτερ απασχολούμενοι με σχέση εξαρτημένης εργασίας σε πρακτορεία οι οποίοι μέχρι την έναρξη του ν.4387/2016 υπάγονταν στην ασφάλιση της Β΄ Δ/νσης του τ. Ε.Τ.Α.Π. Μ.Μ.Ε. (τ. Τ.Α.Ι.Σ.Υ.Τ.) με ισχύ από 1/1/2017 ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ - Ασφαλισμένοι στον Ε.Δ.Ο.Ε.Α.Π.;8,32;14,74;23,06;1/1/2021
5009;"Μισθωτοί - συντάκτες και διοικητικοί υπάλληλοι Τηλεοπτικών και Ραδιοφωνικών σταθμών, Ημερήσιων Εφημερίδων Αθηνών - Θεσσαλονίκης με κυκλοφορία κάτω των 3000 φύλλων, Εβδομαδιαίων Εφημερίδων Αθηνών - Θεσσαλονίκης - οι οποίοι μέχρι την έναρξη του ν.4387/2016 υπάγονταν στην ασφάλιση της Α΄ Δ/νσης του τ. Ε.Τ.Α.Π. - Μ.Μ.Ε. (τ. Τ.Σ.Π.Ε.Α.Θ.) ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ -  Χωρίς Ασφάλιση στον Ε.Δ.Ο.Ε.Α.Π."". ΚΛΑΔΟΣ ΑΝΕΡΓΙΑΣ : 2% - Ασφαλισμένοι στον Ε.Δ.Ο.Ε.Α.Π.";7,12;15,54;22,66;1/1/2021
5010;"Μισθωτοί - συντάκτες και διοικητικοί υπάλληλοι Ημερήσιων Εφημερίδων Αθηνών - Θεσσαλονίκης με κυκλοφορία άνω των 3000 φύλλων - οι οποίοι μέχρι την έναρξη του ν.4387/2016 υπάγονταν στην ασφάλιση της Α΄ Δ/νσης του τ. Ε.Τ.Α.Π.- Μ.Μ.Ε. (τ. Τ.Σ.Π.Ε.Α.Θ.) ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ - Χωρίς Ασφάλιση στον Ε.Δ.Ο.Ε.Α.Π."". ΚΛΑΔΟΣ ΑΝΕΡΓΙΑΣ : 0% - Ασφαλισμένοι στον Ε.Δ.Ο.Ε.Α.Π. ";7,12;13,54;20,66;1/1/2021
5011;"Μισθωτοί - συντάκτες ημερησίων εφημερίδων Επαρχιών μέλη της Ένωσης Ιδιοκτητών Ημερησίων Επαρχιακών Εφημερίδων - 75% έκπτωση στην εισφορά εργοδότη κλάδου ανεργίας (ν.3518/2006 παρ.7 άρθρο 39) - οι οποίοι μέχρι την έναρξη του ν.4387/2016 υπάγονταν στην ασφάλιση της Α΄ Δ/νσης του τ. Ε.Τ.Α.Π.-Μ.Μ.Ε. (τ. Τ.Σ.Π.Ε.Α.Θ.)  ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ"". ΚΛΑΔΟΣ ΑΝΕΡΓΙΑΣ  : 0,50%. - Ασφαλισμένοι στον Ε.Δ.Ο.Ε.Α.Π.";7,12;14,04;21,16;1/1/2021
5012;"Μισθωτοί - συντάκτες ημερησίων εφημερίδων Επαρχιών  μη μέλη της Ένωσης Ιδιοκτητών Ημερησίων Επαρχιακών Εφημερίδων - 50% έκπτωση στην εισφορά εργοδότη κλάδου ανεργίας (ν.3518/2006 παρ.7 άρθρο 39) -  μέλη της ΣΗΠΕ - οι οποίοι μέχρι την έναρξη του ν.4387/2016 υπάγονταν στην ασφάλιση της Α΄ Δ/νσης του τ. Ε.Τ.Α.Π.- Μ.Μ.Ε. (τ. Τ.Σ.Π.Ε.Α.Θ.) - ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ"". ΚΛΑΔΟΣ ΑΝΕΡΓΙΑΣ  : 1%. - Ασφαλισμένοι στον Ε.Δ.Ο.Ε.Α.Π.";7,12;14,54;21,66;1/1/2021
5013;Μισθωτοί - συντάκτες και διοικητικοί υπάλληλοι Εντύπων και Περιοδικών Πανελλαδικά  και Ανταποκριτές ξένου τύπου - Φωτοειδησεογράφοι ή Φωτορεπόρτερ - απασχολούμενοι με σχέση εξαρτημένης εργασίας σε πρακτορεία - οι οποίοι μέχρι την έναρξη του ν.4387/2016 υπάγονταν στην ασφάλιση της Β΄ Δ/νσης του τ. Ε.Τ.Α.Π. - Μ.Μ.Ε. (τ. Τ.Α.Ι.Σ.Υ.Τ.) ΠΑΛΑΙΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ - Ασφαλισμένοι στον Ε.Δ.Ο.Ε.Α.Π.;8,32;14,74;23,06;1/1/2021
5014;Μισθωτοί - Τεχνικοί Τύπου Αθηνών - Θεσσαλονίκης - οι οποίοι μέχρι την έναρξη του ν.4387/2016 υπάγονταν στην ασφάλιση της Γ΄ Δ/νσης του τ. Ε.Τ.Α.Π. - Μ.Μ.Ε. (τ. Τ.Α.Τ.Τ.Α. - Θ.) ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ;10,72;13,54;24,26;1/1/2021
5026;ΑΣΦΑΛΙΣΜΕΝΟΙ ΕΞΑΙΡΟΥΜΕΝΟΙ από την ασφάλιση του κλάδου παροχών ασθενείας (σε είδος και χρήμα) και του επικουρικού κλάδου - Ασφαλισμένοι ΕΔΟΕΑΠ;8,32;15,74;24,06;1/1/2021
5027;ΑΣΦΑΛΙΣΜΕΝΟΙ ΕΞΑΙΡΟΥΜΕΝΟΙ από την ασφάλιση του κλάδου παροχών ασθενείας (σε είδος και χρήμα) και του επικουρικού κλάδου - Ασφαλισμένοι ΕΔΟΕΑΠ;8,32;14,74;23,06;1/1/2021
5028;ΑΣΦΑΛΙΣΜΕΝΟΙ ΕΞΑΙΡΟΥΜΕΝΟΙ από την ασφάλιση του κλάδου παροχών ασθενείας (σε είδος και χρήμα) και του επικουρικού κλάδου - Ασφαλισμένοι ΕΔΟΕΑΠ;8,32;14,74;23,06;1/1/2021
5029;ΑΣΦΑΛΙΣΜΕΝΟΙ ΕΞΑΙΡΟΥΜΕΝΟΙ από την ασφάλιση του κλάδου παροχών ασθενείας (σε είδος και χρήμα) και του επικουρικού κλάδου - Ασφαλισμένοι ΕΔΟΕΑΠ;8,32;14,74;23,06;1/1/2021
5030;ΑΣΦΑΛΙΣΜΕΝΟΙ ΕΞΑΙΡΟΥΜΕΝΟΙ από την ασφάλιση του κλάδου παροχών ασθενείας (σε είδος και χρήμα) και του επικουρικού κλάδου - Ασφαλισμένοι ΕΔΟΕΑΠ;10,52;17,14;27,66;1/1/2021
5031;ΑΣΦΑΛΙΣΜΕΝΟΙ ΕΞΑΙΡΟΥΜΕΝΟΙ από την ασφάλιση του κλάδου παροχών ασθενείας (σε είδος και χρήμα) και του επικουρικού κλάδου - Ασφαλισμένοι ΕΔΟΕΑΠ;8,32;15,74;24,06;1/1/2021
5035;"Μισθωτοί - συντάκτες ημερησίων εφημερίδων Επαρχιών μέλη της Ένωσης Ιδιοκτητών Ημερησίων Επαρχιακών Εφημερίδων - 75% έκπτωση στην εισφορά εργοδότη κλάδου ανεργίας (ν.3518/2006 παρ.7 άρθρο 39) - οι οποίοι μέχρι την έναρξη του ν.4387/2016 υπάγονταν στην ασφάλιση της Α΄ Δ/νσης του τ. Ε.Τ.Α.Π.-Μ.Μ.Ε. (τ. Τ.Σ.Π.Ε.Α.Θ.)  ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ"". ΚΛΑΔΟΣ ΑΝΕΡΓΙΑΣ  : 0,50%. - Ασφαλισμένοι στα ΕΤΑΣ και ΤΕΑΣ";9,17;18,09;27,26;1/1/2025
5036;"Μισθωτοί - συντάκτες ημερησίων εφημερίδων Επαρχιών  μη μέλη της Ένωσης Ιδιοκτητών Ημερησίων Επαρχιακών Εφημερίδων - 50% έκπτωση στην εισφορά εργοδότη κλάδου ανεργίας (ν.3518/2006 παρ.7 άρθρο 39) -  μέλη της ΣΗΠΕ - οι οποίοι μέχρι την έναρξη του ν.4387/2016 υπάγονταν στην ασφάλιση της Α΄ Δ/νσης του τ. Ε.Τ.Α.Π.- Μ.Μ.Ε. (τ. Τ.Σ.Π.Ε.Α.Θ.) - ΠΑΛΑΙΟΙ / ΝΕΟΙ ΑΣΦΑΛΙΣΜΕΝΟΙ"". ΚΛΑΔΟΣ ΑΝΕΡΓΙΑΣ  : 1%. - Ασφαλισμένοι στα ΕΤΑΣ και ΤΕΑΣ";9,17;18,59;27,76;1/1/2025
